Time,l_per,l_abs,b_per,b_abs
1761461683,25.9,292,13.6,106
1761463770,25.9,292,13.6,106
1761461831,26.1,294,14.2,111
1761461989,26.4,298,15.0,117
1761462022,27.7,312,16.2,127
1761461782,28.5,321,16.6,130
1761462117,29.2,329,16.9,132
1761461933,30.0,338,17.3,135
1761462019,31.7,357,17.9,140
1761462299,33.0,372,18.7,146
1761462367,33.8,381,19.4,152
1761462464,34.9,393,19.9,156
1761462747,35.7,402,20.3,159
1761464351,35.7,402,20.5,160
1761465006,35.8,403,20.7,162
